1580802880482,1244,HTTP Request,200,OK,Thread Group 1-3,text,true,,177251,244,20,20,https://www.thedailystar.net/,104,0,53
1580802880482,104,HTTP Request-0,301,Moved Permanently,Thread Group 1-3,,true,,113,122,20,20,http://www.thedailystar.net/,104,0,53
1580802880588,1138,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,177138,122,20,20,https://www.thedailystar.net/,167,0,113
1580802880430,1417,HTTP Request,200,OK,Thread Group 1-2,text,true,,177252,244,19,19,https://www.thedailystar.net/,110,0,55
1580802880430,110,HTTP Request-0,301,Moved Permanently,Thread Group 1-2,,true,,113,122,19,19,http://www.thedailystar.net/,110,0,55
1580802880542,1305,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,177139,122,19,19,https://www.thedailystar.net/,169,0,118
1580802880383,2111,HTTP Request,200,OK,Thread Group 1-1,text,true,,177251,244,18,18,https://www.thedailystar.net/,121,0,67
1580802880383,121,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,,true,,113,122,18,18,http://www.thedailystar.net/,121,0,67
1580802880506,1988,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,177138,122,18,18,https://www.thedailystar.net/,180,0,126
1580802880928,1856,HTTP Request,200,OK,Thread Group 1-12,text,true,,177253,244,17,17,https://www.thedailystar.net/,244,0,115
1580802880928,244,HTTP Request-0,301,Moved Permanently,Thread Group 1-12,,true,,113,122,17,17,http://www.thedailystar.net/,244,0,115
1580802881172,1612,HTTP Request-1,200,OK,Thread Group 1-12,text,true,,177140,122,17,17,https://www.thedailystar.net/,398,0,275
1580802880979,2614,HTTP Request,200,OK,Thread Group 1-13,text,true,,177252,244,16,16,https://www.thedailystar.net/,253,0,124
1580802880979,253,HTTP Request-0,301,Moved Permanently,Thread Group 1-13,,true,,113,122,16,16,http://www.thedailystar.net/,253,0,124
1580802881233,2360,HTTP Request-1,200,OK,Thread Group 1-13,text,true,,177139,122,16,16,https://www.thedailystar.net/,394,0,274
1580802881328,2430,HTTP Request,200,OK,Thread Group 1-20,text,true,,177253,244,15,15,https://www.thedailystar.net/,261,0,137
1580802881328,261,HTTP Request-0,301,Moved Permanently,Thread Group 1-20,,true,,113,122,15,15,http://www.thedailystar.net/,261,0,137
1580802881590,2168,HTTP Request-1,200,OK,Thread Group 1-20,text,true,,177140,122,15,15,https://www.thedailystar.net/,389,0,271
1580802880580,3249,HTTP Request,200,OK,Thread Group 1-5,text,true,,177251,244,14,14,https://www.thedailystar.net/,108,0,54
1580802880580,108,HTTP Request-0,301,Moved Permanently,Thread Group 1-5,,true,,113,122,14,14,http://www.thedailystar.net/,108,0,54
1580802880688,3141,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,177138,122,14,14,https://www.thedailystar.net/,242,0,115
1580802880677,3979,HTTP Request,200,OK,Thread Group 1-7,text,true,,177252,244,13,13,https://www.thedailystar.net/,105,0,53
1580802880677,105,HTTP Request-0,301,Moved Permanently,Thread Group 1-7,,true,,113,122,13,13,http://www.thedailystar.net/,105,0,53
1580802880783,3873,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,177139,122,13,13,https://www.thedailystar.net/,379,0,252
1580802881028,3776,HTTP Request,200,OK,Thread Group 1-14,text,true,,177253,244,12,12,https://www.thedailystar.net/,245,0,122
1580802881028,245,HTTP Request-0,301,Moved Permanently,Thread Group 1-14,,true,,113,122,12,12,http://www.thedailystar.net/,245,0,122
1580802881274,3530,HTTP Request-1,200,OK,Thread Group 1-14,text,true,,177140,122,12,12,https://www.thedailystar.net/,1653,0,1535
1580802880779,4065,HTTP Request,200,OK,Thread Group 1-9,text,true,,177254,244,11,11,https://www.thedailystar.net/,244,0,116
1580802880779,244,HTTP Request-0,301,Moved Permanently,Thread Group 1-9,,true,,113,122,11,11,http://www.thedailystar.net/,244,0,116
1580802881023,3821,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,177141,122,11,11,https://www.thedailystar.net/,1289,0,1155
1580802880829,4049,HTTP Request,200,OK,Thread Group 1-10,text,true,,177252,244,10,10,https://www.thedailystar.net/,249,0,123
1580802880829,249,HTTP Request-0,301,Moved Permanently,Thread Group 1-10,,true,,113,122,10,10,http://www.thedailystar.net/,249,0,123
1580802881079,3799,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,177139,122,10,10,https://www.thedailystar.net/,2653,0,2524
1580802880530,4349,HTTP Request,200,OK,Thread Group 1-4,text,true,,177251,244,10,10,https://www.thedailystar.net/,107,0,53
1580802880530,107,HTTP Request-0,301,Moved Permanently,Thread Group 1-4,,true,,113,122,10,10,http://www.thedailystar.net/,107,0,53
1580802880638,4241,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,177138,122,10,10,https://www.thedailystar.net/,502,0,112
1580802880628,4615,HTTP Request,200,OK,Thread Group 1-6,text,true,,177253,244,8,8,https://www.thedailystar.net/,104,0,52
1580802880628,104,HTTP Request-0,301,Moved Permanently,Thread Group 1-6,,true,,113,122,8,8,http://www.thedailystar.net/,104,0,52
1580802880733,4510,HTTP Request-1,200,OK,Thread Group 1-6,text,true,,177140,122,8,8,https://www.thedailystar.net/,957,0,828
1580802881079,4428,HTTP Request,200,OK,Thread Group 1-15,text,true,,177253,244,7,7,https://www.thedailystar.net/,2238,0,2117
1580802881079,2238,HTTP Request-0,301,Moved Permanently,Thread Group 1-15,,true,,113,122,7,7,http://www.thedailystar.net/,2238,0,2117
1580802883318,2189,HTTP Request-1,200,OK,Thread Group 1-15,text,true,,177140,122,7,7,https://www.thedailystar.net/,1599,0,1517
1580802881227,4487,HTTP Request,200,OK,Thread Group 1-18,text,true,,177253,244,6,6,https://www.thedailystar.net/,887,0,128
1580802881227,887,HTTP Request-0,301,Moved Permanently,Thread Group 1-18,,true,,113,122,6,6,http://www.thedailystar.net/,887,0,128
1580802882117,3597,HTTP Request-1,200,OK,Thread Group 1-18,text,true,,177140,122,6,6,https://www.thedailystar.net/,1032,0,897
1580802881178,5011,HTTP Request,200,OK,Thread Group 1-17,text,true,,177250,244,5,5,https://www.thedailystar.net/,4240,0,1133
1580802881178,4240,HTTP Request-0,301,Moved Permanently,Thread Group 1-17,,true,,113,122,5,5,http://www.thedailystar.net/,4240,0,1133
1580802885421,768,HTTP Request-1,200,OK,Thread Group 1-17,text,true,,177137,122,5,5,https://www.thedailystar.net/,250,0,170
1580802881131,5142,HTTP Request,200,OK,Thread Group 1-16,text,true,,177254,244,4,4,https://www.thedailystar.net/,261,0,131
1580802881131,261,HTTP Request-0,301,Moved Permanently,Thread Group 1-16,,true,,113,122,4,4,http://www.thedailystar.net/,261,0,131
1580802881393,4880,HTTP Request-1,200,OK,Thread Group 1-16,text,true,,177141,122,4,4,https://www.thedailystar.net/,3055,0,2679
1580802881277,5009,HTTP Request,200,OK,Thread Group 1-19,text,true,,177253,244,3,3,https://www.thedailystar.net/,266,0,131
1580802881277,266,HTTP Request-0,301,Moved Permanently,Thread Group 1-19,,true,,113,122,3,3,http://www.thedailystar.net/,266,0,131
1580802881544,4742,HTTP Request-1,200,OK,Thread Group 1-19,text,true,,177140,122,3,3,https://www.thedailystar.net/,1163,0,1026
1580802880728,5582,HTTP Request,200,OK,Thread Group 1-8,text,true,,177252,244,2,2,https://www.thedailystar.net/,168,0,53
1580802880728,168,HTTP Request-0,301,Moved Permanently,Thread Group 1-8,,true,,113,122,2,2,http://www.thedailystar.net/,168,0,53
1580802880897,5413,HTTP Request-1,200,OK,Thread Group 1-8,text,true,,177139,122,2,2,https://www.thedailystar.net/,2174,0,264
1580802880878,5717,HTTP Request,200,OK,Thread Group 1-11,text,true,,177251,244,1,1,https://www.thedailystar.net/,5229,0,5123
1580802880878,5229,HTTP Request-0,301,Moved Permanently,Thread Group 1-11,,true,,113,122,1,1,http://www.thedailystar.net/,5229,0,5123
1580802886109,486,HTTP Request-1,200,OK,Thread Group 1-11,text,true,,177138,122,1,1,https://www.thedailystar.net/,230,0,176
